"shelf","page_id","title","canonical_title_key","uri","article_type","created_at","modified_at","is_supplemental_container","repository_trace","reading_status"
"Analytical_Chemistry","210","Supplemental Modules (Analytical Chemistry)","supplemental modules analytical chemistry","https://chem.libretexts.org/Bookshelves/Analytical_Chemistry/Supplemental_Modules_(Analytical_Chemistry)","topic-category","2013-10-02T00:37:40.0000000+00:00","2023-08-29T08:46:59.0000000+00:00","True","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","505842","An Introduction to Medicinal Chemistry and Molecular Recognition (de Araujo et al.)","an introduction to medicinal chemistry and molecular recognition de araujo et al","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/An_Introduction_to_Medicinal_Chemistry_and_Molecular_Recognition_(de_Araujo_et_al.)","topic-category","2024-12-30T06:09:17.0000000+00:00","2024-12-30T06:48:17.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","92885","Chemistry of Cooking (Rodriguez-Velazquez)","chemistry of cooking rodriguez velazquez","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Chemistry_of_Cooking_(Rodriguez-Velazquez)","topic-category","2017-10-01T16:35:18.0000000+00:00","2022-05-10T07:40:44.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","292487","Concepts in Biophysical Chemistry (Tokmakoff)","concepts in biophysical chemistry tokmakoff","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Concepts_in_Biophysical_Chemistry_(Tokmakoff)","topic-category","2021-01-10T21:11:19.0000000+00:00","2025-02-07T18:35:31.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","306236","Fermentation in Food Chemistry (Graham)","fermentation in food chemistry graham","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Fermentation_in_Food_Chemistry_(Graham)","topic-category","2021-03-09T15:21:34.0000000+00:00","2022-07-06T16:58:55.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","211425","Medicines by Design (Davis)","medicines by design davis","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Medicines_by_Design_(Davis)","topic-category","2020-03-29T09:13:12.0000000+00:00","2021-06-09T17:10:12.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","473632","Pharmaceutical Chemistry of Molecular Therapeutics (de Araujo, Saqib, Keillor, and Gunning)","pharmaceutical chemistry of molecular therapeutics de araujo saqib keillor and gunning","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Pharmaceutical_Chemistry_of_Molecular_Therapeutics_(de_Araujo_Saqib_Keillor_and_Gunning)","topic-category","2024-03-20T17:02:16.0000000+00:00","2024-03-21T06:59:48.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Biological_Chemistry","126618","Supplemental Modules (Biological Chemistry)","supplemental modules biological chemistry","https://chem.libretexts.org/Bookshelves/Biological_Chemistry/Supplemental_Modules_(Biological_Chemistry)","topic-category","2018-12-31T00:23:12.0000000+00:00","2022-07-04T17:06:32.0000000+00:00","True","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","542429","Chemistry for Changing Times (Hill and McCreary)","chemistry for changing times hill and mccreary","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Chemistry_for_Changing_Times_(Hill_and_McCreary)","topic-category","2025-10-03T00:01:25.0000000+00:00","2025-10-03T00:12:53.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","294531","Environmental Toxicology (van Gestel et al.)","environmental toxicology van gestel et al","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Environmental_Toxicology_(van_Gestel_et_al.)","topic-category","2021-01-18T00:07:47.0000000+00:00","2022-04-25T07:40:31.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","98739","Geochemistry (Lower)","geochemistry lower","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Geochemistry_(Lower)","topic-category","2018-07-20T18:37:12.0000000+00:00","2023-01-21T01:34:04.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","78873","Green Chemistry and the Ten Commandments of Sustainability (Manahan)","green chemistry and the ten commandments of sustainability manahan","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Green_Chemistry_and_the_Ten_Commandments_of_Sustainability_(Manahan)","topic-category","2017-02-21T19:02:03.0000000+00:00","2024-07-02T16:27:07.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","112474","Key Elements of Green Chemistry (Lucia)","key elements of green chemistry lucia","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Key_Elements_of_Green_Chemistry_(Lucia)","topic-category","2018-11-05T18:21:25.0000000+00:00","2022-04-25T07:21:38.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","98734","Supplemental Modules (Environmental Chemistry)","supplemental modules environmental chemistry","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Supplemental_Modules_(Environmental_Chemistry)","topic-category","2018-07-20T18:35:44.0000000+00:00","2020-07-14T01:21:27.0000000+00:00","True","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Environmental_Chemistry","308316","Toxicology MSDT","toxicology msdt","https://chem.libretexts.org/Bookshelves/Environmental_Chemistry/Toxicology_MSDT","topic-category","2021-03-23T02:50:36.0000000+00:00","2022-07-06T21:39:16.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","238238","Book: ChemPRIME (Moore et al)","chemprime moore et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Book%3A_ChemPRIME_(Moore_et_al)","topic","2020-07-21T20:27:55.0000000+00:00","2020-07-21T20:27:55.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","3482","Chem1 (Lower)","chem1 lower","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chem1_(Lower)","topic-category","2013-10-03T01:37:41.0000000+00:00","2024-12-24T02:23:05.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","46523","Chemical Principles (Dickerson)","chemical principles dickerson","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemical_Principles_(Dickerson)","topic-category","2016-03-10T02:09:17.0000000+00:00","2023-04-19T23:25:11.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","78699","Chemistry - Atoms First 1e (OpenSTAX)","chemistry atoms first 1e openstax","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_-_Atoms_First_1e_(OpenSTAX)","topic-category","2017-02-21T04:31:56.0000000+00:00","2024-12-24T02:23:37.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","415392","Chemistry - Atoms First 2e (OpenStax)","chemistry atoms first 2e openstax","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_-_Atoms_First_2e_(OpenStax)","topic-category","2022-10-18T17:27:11.0000000+00:00","2026-08-18T17:33:23.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","38132","Chemistry 1e (OpenSTAX)","chemistry 1e openstax","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_1e_(OpenSTAX)","topic-category","2015-09-28T00:37:58.0000000+00:00","2026-03-20T21:13:24.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","414590","Chemistry 2e (OpenStax)","chemistry 2e openstax","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_2e_(OpenStax)","topic-category","2022-10-13T00:13:45.0000000+00:00","2024-12-24T02:20:15.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","473555","Chemistry Labs (Trufan and Bouhoutsos-Brown)","chemistry labs trufan and bouhoutsos brown","https://chem.libretexts.org/Bookshelves/General_Chemistry/Chemistry_Labs_(Trufan_and_Bouhoutsos-Brown)","topic-category","2024-03-19T18:18:20.0000000+00:00","2025-04-15T07:57:20.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","49241","ChemPRIME (Moore et al.)","chemprime moore et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/ChemPRIME_(Moore_et_al.)","topic-category","2016-05-09T16:46:03.0000000+00:00","2026-08-20T18:29:03.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","354112","CLUE: Chemistry, Life, the Universe, and Everything","clue chemistry life the universe and everything","https://chem.libretexts.org/Bookshelves/General_Chemistry/CLUE%3A_Chemistry_Life_the_Universe_and_Everything","topic-category","2021-10-21T20:19:59.0000000+00:00","2024-12-24T02:23:41.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","75545","Concept Development Studies in Chemistry (Hutchinson)","concept development studies in chemistry hutchinson","https://chem.libretexts.org/Bookshelves/General_Chemistry/Concept_Development_Studies_in_Chemistry_(Hutchinson)","topic-guide","2017-01-18T00:48:09.0000000+00:00","2026-04-29T21:54:47.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","57533","General Chemistry - An Atoms First Approach (Halpern)","general chemistry an atoms first approach halpern","https://chem.libretexts.org/Bookshelves/General_Chemistry/General_Chemistry_-_An_Atoms_First_Approach_(Halpern)","topic-guide","2016-07-22T18:02:24.0000000+00:00","2024-12-24T02:22:48.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","52742","General Chemistry Supplement (Eames)","general chemistry supplement eames","https://chem.libretexts.org/Bookshelves/General_Chemistry/General_Chemistry_Supplement_(Eames)","topic-category","2016-06-22T05:02:56.0000000+00:00","2023-02-26T20:18:44.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","371666","Interactive Chemistry (Moore, Zhou, and Garand)","interactive chemistry moore zhou and garand","https://chem.libretexts.org/Bookshelves/General_Chemistry/Interactive_Chemistry_(Moore_Zhou_and_Garand)","topic-category","2022-03-27T06:32:43.0000000+00:00","2022-07-16T18:00:59.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","37651","Map: A Molecular Approach (Tro)","a molecular approach tro","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_A_Molecular_Approach_(Tro)","topic-category","2015-09-27T19:09:27.0000000+00:00","2026-08-24T01:08:44.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","21655","Map: Chemistry - The Central Science (Brown et al.)","chemistry the central science brown et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Chemistry_-_The_Central_Science_(Brown_et_al.)","topic-category","2014-11-18T22:10:06.0000000+00:00","2024-12-24T02:21:41.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","83739","Map: Chemistry - The Molecular Nature of Matter and Change (Silberberg)","chemistry the molecular nature of matter and change silberberg","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Chemistry_-_The_Molecular_Nature_of_Matter_and_Change_(Silberberg)","topic-category","2017-06-15T01:46:57.0000000+00:00","2021-12-06T00:33:57.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","11693","Map: Chemistry (Zumdahl and Decoste)","chemistry zumdahl and decoste","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Chemistry_(Zumdahl_and_Decoste)","topic-category","2014-05-24T17:19:57.0000000+00:00","2020-09-13T20:23:05.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","4369","Map: Chemistry & Chemical Reactivity (Kotz et al.)","chemistry chemical reactivity kotz et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Chemistry_and_Chemical_Reactivity_(Kotz_et_al.)","topic-category","2013-10-03T01:42:38.0000000+00:00","2020-07-14T01:21:27.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","4372","Map: General Chemistry (Petrucci et al.)","general chemistry petrucci et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_General_Chemistry_(Petrucci_et_al.)","topic-category","2013-10-03T01:42:38.0000000+00:00","2024-12-24T02:23:30.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","238795","Map: General Chemistry (Petrucci et al)","general chemistry petrucci et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_General_Chemistry_(Petrucci_et_al)","topic","2020-07-23T18:16:47.0000000+00:00","2020-07-23T18:16:47.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","3999","Map: General Chemistry: Principles, Patterns, and Applications (Averill)","general chemistry principles patterns and applications averill","https://chem.libretexts.org/Bookshelves/General_Chemistry/Book%3A_General_Chemistry%3A_Principles_Patterns_and_Applications_(Averill)","topic-category","2013-10-03T01:39:43.0000000+00:00","2022-07-04T22:32:25.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","41471","Map: Principles of Modern Chemistry (Oxtoby et al.)","principles of modern chemistry oxtoby et al","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Principles_of_Modern_Chemistry_(Oxtoby_et_al.)","topic-category","2015-12-26T20:13:05.0000000+00:00","2025-06-30T21:54:26.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","4374","Map: Structure and Properties (Tro)","structure and properties tro","https://chem.libretexts.org/Bookshelves/General_Chemistry/Map%3A_Structure_and_Properties_(Tro)","topic-category","2013-10-03T01:42:39.0000000+00:00","2023-06-08T18:09:00.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","589936","Physical Chemistry (LibreText)","physical chemistry libretext","https://chem.libretexts.org/Bookshelves/General_Chemistry/Physical_Chemistry_A_Second_Look","topic-category","2026-08-29T22:55:21.0000000+00:00","2026-08-30T02:37:43.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","189603","Structure & Reactivity in Organic, Biological and Inorganic Chemistry (Schaller)","structure reactivity in organic biological and inorganic chemistry schaller","https://chem.libretexts.org/Bookshelves/General_Chemistry/Book%3A_Structure_and_Reactivity_in_Organic_Biological_and_Inorganic_Chemistry_(Schaller)","topic-category","2019-09-24T21:57:35.0000000+00:00","2024-12-24T02:21:23.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"General_Chemistry","342361","The Video Textbook of General Chemistry (Farmer)","the video textbook of general chemistry farmer","https://chem.libretexts.org/Bookshelves/General_Chemistry/The_Video_Textbook_of_General_Chemistry_(Farmer)","topic-category","2021-07-30T05:24:12.0000000+00:00","2021-08-04T23:31:44.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","59434","Bioinorganic Chemistry (Bertini et al.)","bioinorganic chemistry bertini et al","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Book3A_Bioinorganic_Chemistry_(Bertini_et_al.)","topic-category","2016-08-12T07:34:08.0000000+00:00","2020-08-10T07:07:33.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","474724","Chemical Group Theory (Miller)","chemical group theory miller","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Chemical_Group_Theory_(Miller)","topic-category","2024-04-04T06:55:13.0000000+00:00","2024-04-07T23:35:29.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","212608","Chemistry of the Main Group Elements (Barron)","chemistry of the main group elements barron","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Chemistry_of_the_Main_Group_Elements_(Barron)","topic-category","2020-04-17T08:30:37.0000000+00:00","2020-09-08T08:43:08.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","151351","Inorganic Chemistry (LibreTexts)","inorganic chemistry libretexts","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Inorganic_Chemistry_(LibreTexts)","topic-category","2019-05-22T19:48:19.0000000+00:00","2026-04-04T00:53:01.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","125370","Inorganic Chemistry (Saito)","inorganic chemistry saito","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Inorganic_Chemistry_(Saito)","topic-category","2018-12-26T06:40:37.0000000+00:00","2024-04-29T02:50:58.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","233600","Inorganic Coordination Chemistry (Landskron)","inorganic coordination chemistry landskron","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Inorganic_Coordination_Chemistry_(Landskron)","topic-category","2020-07-13T15:19:51.0000000+00:00","2022-11-22T17:50:52.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","183289","Introduction to Inorganic Chemistry (Wikibook)","introduction to inorganic chemistry wikibook","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Introduction_to_Inorganic_Chemistry_(Wikibook)","topic-category","2019-09-04T22:08:32.0000000+00:00","2022-03-20T21:06:41.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","172716","Introduction to Organometallic Chemistry (Ghosh and Balakrishna)","introduction to organometallic chemistry ghosh and balakrishna","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Introduction_to_Organometallic_Chemistry_(Ghosh_and_Balakrishna)","topic-category","2019-08-15T18:23:23.0000000+00:00","2023-02-24T16:03:05.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","408239","Introduction to Solid State Chemistry","introduction to solid state chemistry","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Introduction_to_Solid_State_Chemistry","topic-category","2022-08-28T07:01:04.0000000+00:00","2026-01-25T03:52:25.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","29085","Map: Inorganic Chemistry (Housecroft)","inorganic chemistry housecroft","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Map%3A_Inorganic_Chemistry_(Housecroft)","topic-category","2015-04-22T10:39:19.0000000+00:00","2023-01-16T02:39:01.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","17001","Online Dictionary of Crystallography (IUCr Commission)","online dictionary of crystallography iucr commission","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Online_Dictionary_of_Crystallography_(IUCr_Commission)","topic-category","2014-08-04T16:06:02.0000000+00:00","2024-10-16T05:59:47.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","700","Organometallic Chemistry (Evans)","organometallic chemistry evans","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Organometallic_Chemistry_(Evans)","topic-category","2013-10-02T01:31:56.0000000+00:00","2023-04-16T00:20:02.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","221667","Principles of Inorganic Chemistry II (Nocera)","principles of inorganic chemistry ii nocera","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Principles_of_Inorganic_Chemistry_II_(Nocera)","topic-category","2020-06-20T19:29:35.0000000+00:00","2022-04-03T18:24:20.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","505","Supplemental Modules and Websites (Inorganic Chemistry)","supplemental modules and websites inorganic chemistry","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/Supplemental_Modules_and_Websites_(Inorganic_Chemistry)","topic-category","2013-10-02T01:11:14.0000000+00:00","2023-06-30T23:45:55.0000000+00:00","True","exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Inorganic_Chemistry","478293","The Schlenk Line Survival Guide (Borys)","the schlenk line survival guide borys","https://chem.libretexts.org/Bookshelves/Inorganic_Chemistry/The_Schlenk_Line_Survival_Guide_(Borys)","topic-category","2024-06-06T17:52:26.0000000+00:00","2024-10-16T03:08:24.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","64001","Beginning Chemistry (Ball)","beginning chemistry ball","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Beginning_Chemistry_(Ball)","topic-category","2016-10-24T20:19:32.0000000+00:00","2022-06-11T21:42:31.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","170180","Chemistry and Global Awareness (Gordon)","chemistry and global awareness gordon","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Chemistry_and_Global_Awareness_(Gordon)","topic-category","2019-08-10T17:42:36.0000000+00:00","2026-08-22T20:06:02.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","155628","Chemistry for Allied Health (Soult)","chemistry for allied health soult","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Chemistry_for_Allied_Health_(Soult)","topic-category","2019-06-10T04:50:58.0000000+00:00","2024-09-26T04:57:58.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","152132","Chemistry for Changing Times (Hill and McCreary)","chemistry for changing times hill and mccreary","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Chemistry_for_Changing_Times_(Hill_and_McCreary)","topic-category","2019-05-26T04:53:06.0000000+00:00","2024-07-02T16:30:35.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","86180","Fundamentals of General Organic and Biological Chemistry (LibreTexts)","fundamentals of general organic and biological chemistry libretexts","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Fundamentals_of_General_Organic_and_Biological_Chemistry_(LibreTexts)","topic-category","2017-08-05T19:41:41.0000000+00:00","2026-02-18T00:16:30.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","371202","Introduction to General Chemistry (Malik)","introduction to general chemistry malik","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introduction_to_General_Chemistry_(Malik)","topic-category","2022-03-23T01:37:35.0000000+00:00","2023-06-15T22:45:26.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","394081","Introduction to Organic and Biochemistry (Malik)","introduction to organic and biochemistry malik","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introduction_to_Organic_and_Biochemistry_(Malik)","topic-category","2022-07-19T19:49:06.0000000+00:00","2023-09-21T16:53:40.0000000+00:00","False","no_exact_title_or_root_trace","requires_manual_evidence_adjudication"
"Introductory_Chemistry","52251","Introductory Chemistry (CK-12)","introductory chemistry ck 12","https://chem.libretexts.org/Bookshelves/Introductory_Chemistry/Introductory_Chemistry_(CK-12)","topic-category","2016-06-16T16:20:30.0000000+00:00","2025-03-14T07:36:12.0000000+00:00","False","exact_title_or_root_trace","requires_manual_evidence_adjudication"
